0.00e+00	0.00e+00	0.00e+00	0.00e+00	-5.00e-04	0.00e+00	9.81e-02	0.1000	8.33e-17	0
2.00e-02	1.12e-07	0.00e+00	1.78e-02	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	20
4.00e-02	3.43e-07	0.00e+00	-1.15e-01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	40
6.00e-02	-1.30e-06	0.00e+00	-4.02e-01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	60
8.00e-02	-9.30e-06	0.00e+00	-8.45e-01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	80
1.00e-01	-3.06e-05	0.00e+00	-1.44e+00	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	100
1.20e-01	-7.47e-05	0.00e+00	-2.20e+00	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	120
1.40e-01	-1.53e-04	0.00e+00	-3.10e+00	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	140
1.60e-01	-2.81e-04	0.00e+00	-4.17e+00	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	160
1.80e-01	-4.75e-04	0.00e+00	-5.39e+00	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	180
2.00e-01	-7.54e-04	0.00e+00	-6.76e+00	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	200
2.20e-01	-1.14e-03	0.00e+00	-8.29e+00	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	220
2.40e-01	-1.66e-03	0.00e+00	-9.97e+00	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	240
2.60e-01	-2.33e-03	0.00e+00	-1.18e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	260
2.80e-01	-3.20e-03	0.00e+00	-1.38e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	280
3.00e-01	-4.28e-03	0.00e+00	-1.60e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	300
3.20e-01	-5.62e-03	0.00e+00	-1.83e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	320
3.40e-01	-7.25e-03	0.00e+00	-2.07e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	340
3.60e-01	-9.20e-03	0.00e+00	-2.33e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	360
3.80e-01	-1.15e-02	0.00e+00	-2.61e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	380
4.00e-01	-1.43e-02	0.00e+00	-2.90e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	400
4.20e-01	-1.75e-02	0.00e+00	-3.21e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	420
4.40e-01	-2.12e-02	0.00e+00	-3.53e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	440
4.60e-01	-2.55e-02	0.00e+00	-3.87e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	460
4.80e-01	-3.04e-02	0.00e+00	-4.23e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	480
5.00e-01	-3.59e-02	0.00e+00	-4.60e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	500
5.20e-01	-4.23e-02	0.00e+00	-4.98e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	520
5.40e-01	-4.94e-02	0.00e+00	-5.39e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	540
5.60e-01	-5.73e-02	0.00e+00	-5.80e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	560
5.80e-01	-6.62e-02	0.00e+00	-6.23e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	580
6.00e-01	-7.61e-02	0.00e+00	-6.68e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	600
6.20e-01	-8.70e-02	0.00e+00	-7.15e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	620
6.40e-01	-9.91e-02	0.00e+00	-7.63e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	640
6.60e-01	-1.12e-01	0.00e+00	-8.12e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	660
6.80e-01	-1.27e-01	0.00e+00	-8.63e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	680
7.00e-01	-1.43e-01	0.00e+00	-9.16e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	700
7.20e-01	-1.60e-01	0.00e+00	-9.71e+01	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	720
7.40e-01	-1.79e-01	0.00e+00	-1.03e+02	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	740
7.60e-01	-2.00e-01	0.00e+00	-1.08e+02	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	760
7.80e-01	-2.22e-01	0.00e+00	-1.14e+02	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	780
8.00e-01	-2.47e-01	0.00e+00	-1.20e+02	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	800
8.20e-01	-2.73e-01	0.00e+00	-1.27e+02	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	820
8.40e-01	-3.01e-01	0.00e+00	-1.33e+02	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	840
8.60e-01	-3.31e-01	0.00e+00	-1.40e+02	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	860
8.80e-01	-3.63e-01	0.00e+00	-1.47e+02	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	880
9.00e-01	-3.98e-01	0.00e+00	-1.54e+02	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	900
9.20e-01	-4.36e-01	0.00e+00	-1.61e+02	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	920
9.40e-01	-4.75e-01	0.00e+00	-1.68e+02	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	940
9.60e-01	-5.18e-01	0.00e+00	-1.76e+02	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	960
9.80e-01	-5.63e-01	0.00e+00	-1.84e+02	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	980
9.99e-01	-6.09e-01	0.00e+00	-1.91e+02	-5.00e-04	0.00e+00	0.00e+00	0.1000	8.33e-17	999
