0.000	0.00e+00	-0.0	0.00e+00	1.000	1.33e-08	-5.75e-01	0.6684
0.010	-2.69e-05	9.9	-4.87e-03	1.000	1.33e-08	-4.90e-01	0.6684
0.020	-1.02e-04	4.9	-9.70e-03	1.000	1.33e-08	-4.90e-01	0.6684
0.030	-2.26e-04	3.3	-1.45e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.040	-3.96e-04	2.4	-1.92e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.050	-6.14e-04	1.9	-2.39e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.060	-8.79e-04	1.6	-2.85e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.070	-1.19e-03	1.4	-3.31e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.080	-1.55e-03	1.2	-3.76e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.090	-1.95e-03	1.0	-4.21e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.100	-2.39e-03	0.9	-4.65e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.110	-2.88e-03	0.8	-5.09e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.120	-3.41e-03	0.8	-5.52e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.130	-3.99e-03	0.7	-5.95e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.140	-4.61e-03	0.6	-6.38e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.150	-5.27e-03	0.6	-6.80e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.160	-5.97e-03	0.6	-7.21e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.170	-6.72e-03	0.5	-7.62e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.180	-7.50e-03	0.5	-8.02e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.190	-8.33e-03	0.5	-8.42e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.200	-9.19e-03	0.4	-8.81e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.210	-1.01e-02	0.4	-9.20e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.220	-1.10e-02	0.4	-9.59e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.230	-1.20e-02	0.4	-9.97e-02	1.000	1.33e-08	-4.90e-01	0.6684
0.240	-1.30e-02	0.3	-1.03e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.250	-1.41e-02	0.3	-1.07e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.260	-1.52e-02	0.3	-1.11e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.270	-1.63e-02	0.3	-1.14e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.280	-1.75e-02	0.3	-1.18e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.290	-1.87e-02	0.3	-1.21e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.300	-1.99e-02	0.3	-1.25e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.310	-2.12e-02	0.2	-1.28e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.320	-2.25e-02	0.2	-1.32e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.330	-2.38e-02	0.2	-1.35e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.340	-2.52e-02	0.2	-1.38e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.350	-2.66e-02	0.2	-1.41e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.360	-2.80e-02	0.2	-1.45e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.370	-2.95e-02	0.2	-1.48e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.380	-3.10e-02	0.2	-1.51e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.390	-3.25e-02	0.2	-1.54e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.400	-3.40e-02	0.2	-1.57e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.410	-3.56e-02	0.2	-1.60e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.420	-3.72e-02	0.2	-1.62e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.430	-3.89e-02	0.1	-1.65e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.440	-4.06e-02	0.1	-1.68e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.450	-4.22e-02	0.1	-1.71e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.460	-4.40e-02	0.1	-1.73e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.470	-4.57e-02	0.1	-1.76e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.480	-4.75e-02	0.1	-1.79e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.490	-4.93e-02	0.1	-1.81e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.500	-5.11e-02	0.1	-1.84e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.510	-5.30e-02	0.1	-1.86e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.520	-5.48e-02	0.1	-1.88e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.530	-5.67e-02	0.1	-1.91e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.540	-5.87e-02	0.1	-1.93e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.550	-6.06e-02	0.1	-1.95e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.560	-6.26e-02	0.1	-1.97e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.570	-6.46e-02	0.1	-2.00e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.580	-6.66e-02	0.1	-2.02e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.590	-6.86e-02	0.1	-2.04e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.600	-7.06e-02	0.1	-2.06e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.610	-7.27e-02	0.1	-2.08e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.620	-7.48e-02	0.1	-2.09e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.630	-7.69e-02	0.1	-2.11e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.640	-7.90e-02	0.1	-2.13e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.650	-8.12e-02	0.1	-2.15e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.660	-8.33e-02	0.1	-2.16e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.670	-8.55e-02	0.0	-2.18e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.680	-8.77e-02	0.0	-2.20e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.690	-8.99e-02	0.0	-2.21e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.700	-9.21e-02	0.0	-2.23e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.710	-9.44e-02	0.0	-2.24e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.720	-9.66e-02	0.0	-2.26e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.730	-9.89e-02	0.0	-2.27e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.740	-1.01e-01	0.0	-2.28e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.750	-1.03e-01	0.0	-2.29e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.760	-1.06e-01	0.0	-2.31e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.770	-1.08e-01	0.0	-2.32e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.780	-1.10e-01	0.0	-2.33e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.790	-1.13e-01	0.0	-2.34e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.800	-1.15e-01	0.0	-2.35e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.810	-1.17e-01	0.0	-2.36e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.820	-1.20e-01	0.0	-2.37e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.830	-1.22e-01	0.0	-2.38e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.840	-1.25e-01	0.0	-2.38e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.850	-1.27e-01	0.0	-2.39e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.860	-1.29e-01	0.0	-2.40e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.870	-1.32e-01	0.0	-2.41e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.880	-1.34e-01	-0.0	-2.41e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.890	-1.37e-01	-0.0	-2.42e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.900	-1.39e-01	-0.0	-2.42e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.910	-1.41e-01	-0.0	-2.43e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.920	-1.44e-01	-0.0	-2.43e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.930	-1.46e-01	-0.0	-2.43e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.940	-1.49e-01	-0.0	-2.44e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.950	-1.51e-01	-0.0	-2.44e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.960	-1.54e-01	-0.0	-2.44e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.970	-1.56e-01	-0.0	-2.44e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.980	-1.58e-01	-0.0	-2.45e-01	1.000	1.33e-08	-4.90e-01	0.6684
0.990	-1.61e-01	-0.0	-2.45e-01	1.000	1.33e-08	-4.90e-01	0.6684
1.000	-1.63e-01	-0.0	-2.45e-01	1.000	1.33e-08	-4.90e-01	0.6684
