0.000	0.00e+00	-0.0	0.00e+00	1.000	1.33e-08	1.87e-01	0.7958
0.010	1.55e-05	9.9	2.82e-03	1.000	1.33e-08	2.84e-01	0.7958
0.020	5.91e-05	4.9	5.61e-03	1.000	1.33e-08	2.84e-01	0.7958
0.030	1.30e-04	3.3	8.37e-03	1.000	1.33e-08	2.84e-01	0.7958
0.040	2.29e-04	2.4	1.11e-02	1.000	1.33e-08	2.84e-01	0.7958
0.050	3.55e-04	1.9	1.38e-02	1.000	1.33e-08	2.84e-01	0.7958
0.060	5.08e-04	1.6	1.65e-02	1.000	1.33e-08	2.84e-01	0.7958
0.070	6.88e-04	1.4	1.91e-02	1.000	1.33e-08	2.84e-01	0.7958
0.080	8.94e-04	1.2	2.18e-02	1.000	1.33e-08	2.84e-01	0.7958
0.090	1.13e-03	1.0	2.44e-02	1.000	1.33e-08	2.84e-01	0.7958
0.100	1.38e-03	0.9	2.69e-02	1.000	1.33e-08	2.84e-01	0.7958
0.110	1.67e-03	0.8	2.95e-02	1.000	1.33e-08	2.84e-01	0.7958
0.120	1.98e-03	0.8	3.20e-02	1.000	1.33e-08	2.84e-01	0.7958
0.130	2.31e-03	0.7	3.44e-02	1.000	1.33e-08	2.84e-01	0.7958
0.140	2.67e-03	0.6	3.69e-02	1.000	1.33e-08	2.84e-01	0.7958
0.150	3.05e-03	0.6	3.93e-02	1.000	1.33e-08	2.84e-01	0.7958
0.160	3.46e-03	0.6	4.17e-02	1.000	1.33e-08	2.84e-01	0.7958
0.170	3.89e-03	0.5	4.41e-02	1.000	1.33e-08	2.84e-01	0.7958
0.180	4.34e-03	0.5	4.64e-02	1.000	1.33e-08	2.84e-01	0.7958
0.190	4.82e-03	0.5	4.87e-02	1.000	1.33e-08	2.84e-01	0.7958
0.200	5.32e-03	0.4	5.10e-02	1.000	1.33e-08	2.84e-01	0.7958
0.210	5.84e-03	0.4	5.33e-02	1.000	1.33e-08	2.84e-01	0.7958
0.220	6.39e-03	0.4	5.55e-02	1.000	1.33e-08	2.84e-01	0.7958
0.230	6.95e-03	0.4	5.77e-02	1.000	1.33e-08	2.84e-01	0.7958
0.240	7.54e-03	0.3	5.98e-02	1.000	1.33e-08	2.84e-01	0.7958
0.250	8.15e-03	0.3	6.20e-02	1.000	1.33e-08	2.84e-01	0.7958
