0.000	0.00e+00	-0.0	0.00e+00	1.000	1.33e-08	-4.01e-01	0.7003
0.010	-1.68e-05	9.9	-3.05e-03	1.000	1.33e-08	-3.07e-01	0.7003
0.020	-6.41e-05	4.9	-6.08e-03	1.000	1.33e-08	-3.07e-01	0.7003
0.030	-1.41e-04	3.3	-9.07e-03	1.000	1.33e-08	-3.07e-01	0.7003
0.040	-2.48e-04	2.4	-1.20e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.050	-3.85e-04	1.9	-1.50e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.060	-5.51e-04	1.6	-1.79e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.070	-7.45e-04	1.4	-2.07e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.080	-9.69e-04	1.2	-2.36e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.090	-1.22e-03	1.0	-2.64e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.100	-1.50e-03	0.9	-2.92e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.110	-1.81e-03	0.8	-3.19e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.120	-2.14e-03	0.8	-3.46e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.130	-2.50e-03	0.7	-3.73e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.140	-2.89e-03	0.6	-4.00e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.150	-3.30e-03	0.6	-4.26e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.160	-3.74e-03	0.6	-4.52e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.170	-4.21e-03	0.5	-4.78e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.180	-4.70e-03	0.5	-5.03e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.190	-5.22e-03	0.5	-5.28e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.200	-5.76e-03	0.4	-5.53e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.210	-6.33e-03	0.4	-5.77e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.220	-6.92e-03	0.4	-6.01e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.230	-7.53e-03	0.4	-6.25e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.240	-8.17e-03	0.3	-6.48e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.250	-8.83e-03	0.3	-6.72e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.260	-9.52e-03	0.3	-6.94e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.270	-1.02e-02	0.3	-7.17e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.280	-1.10e-02	0.3	-7.39e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.290	-1.17e-02	0.3	-7.61e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.300	-1.25e-02	0.3	-7.83e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.310	-1.33e-02	0.2	-8.04e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.320	-1.41e-02	0.2	-8.25e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.330	-1.49e-02	0.2	-8.46e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.340	-1.58e-02	0.2	-8.66e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.350	-1.67e-02	0.2	-8.86e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.360	-1.76e-02	0.2	-9.06e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.370	-1.85e-02	0.2	-9.26e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.380	-1.94e-02	0.2	-9.45e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.390	-2.04e-02	0.2	-9.64e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.400	-2.13e-02	0.2	-9.82e-02	1.000	1.33e-08	-3.07e-01	0.7003
0.410	-2.23e-02	0.2	-1.00e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.420	-2.33e-02	0.2	-1.02e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.430	-2.44e-02	0.1	-1.04e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.440	-2.54e-02	0.1	-1.05e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.450	-2.65e-02	0.1	-1.07e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.460	-2.76e-02	0.1	-1.09e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.470	-2.87e-02	0.1	-1.10e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.480	-2.98e-02	0.1	-1.12e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.490	-3.09e-02	0.1	-1.14e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.500	-3.20e-02	0.1	-1.15e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.510	-3.32e-02	0.1	-1.17e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.520	-3.44e-02	0.1	-1.18e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.530	-3.56e-02	0.1	-1.20e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.540	-3.68e-02	0.1	-1.21e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.550	-3.80e-02	0.1	-1.22e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.560	-3.92e-02	0.1	-1.24e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.570	-4.05e-02	0.1	-1.25e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.580	-4.17e-02	0.1	-1.26e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.590	-4.30e-02	0.1	-1.28e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.600	-4.43e-02	0.1	-1.29e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.610	-4.56e-02	0.1	-1.30e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.620	-4.69e-02	0.1	-1.31e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.630	-4.82e-02	0.1	-1.32e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.640	-4.95e-02	0.1	-1.34e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.650	-5.09e-02	0.1	-1.35e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.660	-5.22e-02	0.1	-1.36e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.670	-5.36e-02	0.0	-1.37e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.680	-5.50e-02	0.0	-1.38e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.690	-5.64e-02	0.0	-1.39e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.700	-5.78e-02	0.0	-1.40e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.710	-5.92e-02	0.0	-1.41e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.720	-6.06e-02	0.0	-1.41e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.730	-6.20e-02	0.0	-1.42e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.740	-6.34e-02	0.0	-1.43e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.750	-6.48e-02	0.0	-1.44e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.760	-6.63e-02	0.0	-1.45e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.770	-6.77e-02	0.0	-1.45e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.780	-6.92e-02	0.0	-1.46e-01	1.000	1.33e-08	-3.07e-01	0.7003
0.790	-7.07e-02	0.0	-1.47e-01	1.000	1.33e-08	-3.07e-01	0.7003
